slide_id,label,source_uri
normal_032,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_032.tif
normal_033,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_033.tif
normal_034,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_034.tif
normal_035,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_035.tif
normal_036,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_036.tif
normal_037,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_037.tif
normal_038,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_038.tif
normal_039,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_039.tif
normal_040,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_040.tif
normal_041,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_041.tif
normal_042,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_042.tif
normal_044,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_044.tif
normal_045,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_045.tif
normal_046,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_046.tif
normal_047,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_047.tif
normal_048,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_048.tif
normal_049,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_049.tif
normal_050,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_050.tif
normal_051,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_051.tif
normal_052,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_052.tif
normal_055,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_055.tif
normal_056,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_056.tif
normal_057,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_057.tif
normal_058,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_058.tif
normal_059,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_059.tif
normal_060,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_060.tif
normal_061,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_061.tif
normal_062,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_062.tif
normal_063,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_063.tif
normal_064,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_064.tif
normal_066,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_066.tif
normal_067,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_067.tif
normal_068,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_068.tif
normal_070,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_070.tif
normal_071,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_071.tif
normal_073,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_073.tif
normal_074,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_074.tif
normal_077,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_077.tif
normal_078,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_078.tif
normal_079,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_079.tif
normal_080,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_080.tif
normal_081,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_081.tif
normal_082,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_082.tif
normal_083,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_083.tif
normal_084,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_084.tif
normal_085,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_085.tif
normal_087,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_087.tif
normal_088,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_088.tif
normal_090,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_090.tif
normal_091,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_091.tif
normal_092,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_092.tif
normal_094,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_094.tif
normal_095,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_095.tif
normal_096,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_096.tif
normal_097,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_097.tif
normal_098,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_098.tif
normal_099,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_099.tif
normal_101,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_101.tif
normal_102,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_102.tif
normal_103,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_103.tif
normal_105,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_105.tif
normal_106,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_106.tif
normal_109,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_109.tif
normal_110,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_110.tif
normal_112,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_112.tif
normal_114,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_114.tif
normal_115,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_115.tif
normal_116,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_116.tif
normal_117,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_117.tif
normal_118,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_118.tif
normal_119,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_119.tif
normal_121,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_121.tif
normal_122,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_122.tif
normal_123,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_123.tif
normal_124,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_124.tif
normal_126,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_126.tif
normal_129,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_129.tif
normal_131,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_131.tif
normal_132,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_132.tif
normal_133,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_133.tif
normal_134,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_134.tif
normal_135,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_135.tif
normal_137,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_137.tif
normal_138,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_138.tif
normal_139,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_139.tif
normal_141,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_141.tif
normal_142,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_142.tif
normal_144,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_144.tif
normal_146,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_146.tif
normal_148,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_148.tif
normal_149,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_149.tif
normal_150,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_150.tif
normal_151,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_151.tif
normal_153,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_153.tif
normal_154,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_154.tif
normal_156,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_156.tif
normal_157,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_157.tif
normal_158,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_158.tif
normal_160,0,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/normal_160.tif
tumor_002,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_002.tif
tumor_003,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_003.tif
tumor_004,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_004.tif
tumor_005,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_005.tif
tumor_006,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_006.tif
tumor_007,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_007.tif
tumor_009,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_009.tif
tumor_010,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_010.tif
tumor_011,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_011.tif
tumor_012,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_012.tif
tumor_013,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_013.tif
tumor_014,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_014.tif
tumor_015,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_015.tif
tumor_016,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_016.tif
tumor_017,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_017.tif
tumor_018,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_018.tif
tumor_020,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_020.tif
tumor_022,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_022.tif
tumor_024,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_024.tif
tumor_025,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_025.tif
tumor_026,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_026.tif
tumor_027,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_027.tif
tumor_028,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_028.tif
tumor_029,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_029.tif
tumor_030,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_030.tif
tumor_031,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_031.tif
tumor_032,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_032.tif
tumor_033,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_033.tif
tumor_034,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_034.tif
tumor_035,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_035.tif
tumor_036,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_036.tif
tumor_038,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_038.tif
tumor_039,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_039.tif
tumor_040,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_040.tif
tumor_041,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_041.tif
tumor_044,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_044.tif
tumor_046,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_046.tif
tumor_047,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_047.tif
tumor_048,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_048.tif
tumor_049,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_049.tif
tumor_050,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_050.tif
tumor_051,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_051.tif
tumor_052,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_052.tif
tumor_053,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_053.tif
tumor_055,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_055.tif
tumor_056,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_056.tif
tumor_057,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_057.tif
tumor_058,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_058.tif
tumor_060,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_060.tif
tumor_061,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_061.tif
tumor_063,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_063.tif
tumor_064,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_064.tif
tumor_065,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_065.tif
tumor_066,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_066.tif
tumor_067,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_067.tif
tumor_068,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_068.tif
tumor_069,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_069.tif
tumor_070,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_070.tif
tumor_071,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_071.tif
tumor_073,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_073.tif
tumor_074,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_074.tif
tumor_075,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_075.tif
tumor_078,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_078.tif
tumor_080,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_080.tif
tumor_082,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_082.tif
tumor_083,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_083.tif
tumor_084,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_084.tif
tumor_085,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_085.tif
tumor_086,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_086.tif
tumor_088,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_088.tif
tumor_089,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_089.tif
tumor_090,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_090.tif
tumor_092,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_092.tif
tumor_093,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_093.tif
tumor_094,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_094.tif
tumor_096,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_096.tif
tumor_098,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_098.tif
tumor_099,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_099.tif
tumor_100,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_100.tif
tumor_101,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_101.tif
tumor_102,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_102.tif
tumor_103,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_103.tif
tumor_104,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_104.tif
tumor_106,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_106.tif
tumor_107,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_107.tif
tumor_108,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_108.tif
tumor_109,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_109.tif
tumor_110,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_110.tif
tumor_111,1,https://camelyon-dataset.s3.us-west-2.amazonaws.com/CAMELYON16/images/tumor_111.tif
